nodeId,networkId,tokenName,tokenSymbol,nodeGroup,date,nodeStake,pubsCommited,pubsCommited_inclOutOfTop3,pubsCommited1stEpochOnly,pubsCommited1stEpochOnly_inclOutOfTop3,estimatedEarnings,cumulativeEstimatedEarnings,txFees,payouts,cumulativePayouts,ask
82,QmeoBNoPq4oyRhJrufF6mPkVA7sKX9keYEwLMFbNUfqyY5,SHIFT01,ST01,Alliance,2023-07-09T00:00:00.000Z,53666.73032425781,19,19,5,5,3.991875,629.552109375,4.5045488e-11,0.2833333333333333,381.73032425781247,0.24
83,QmNRfsnE4Ea9rGkYkgnprre2Us4Dz4G85QKUi3V5iRBPsY,@2961b8f91e1726913d,32d1bf71eabad0ad22d8c86,Solo,2023-07-09T00:00:00.000Z,55338.15881707899,18,18,8,8,3.812578125,697.384,5.0114568e-11,1.5222222222222221,338.158817078993,0.2
84,QmTjs8wGS297NsQ9B3D42E11dUWAR8P3XsikvuKkJy8qFD,Sinoloa1,SNL1,Solo,2023-07-09T00:00:00.000Z,53299.154653748556,24,24,13,13,5.173828125,858.796984375,7.4067944e-11,2.0681315104166664,299.15465374855324,0.24
85,QmVR9JM6mzJwwEQ9YkfJg3ZrrQK13jDARRuoykyhyh9Nbc,SHIFT02,ST02,Alliance,2023-07-09T00:00:00.000Z,53628.786748532984,4,10,4,10,1.008984375,779.47071875,3.298792e-11,1.0461588541666667,343.7867485329861,0.24
86,Qmb44HMCYoQPkNfxxVE6rDtYv3uoKZJkp52cpfQi72BXqD,Sinaloa2,SNL2,Solo,2023-07-09T00:00:00.000Z,53163.15127722222,8,8,8,8,1.985625,706.916234375,2.5296312e-11,0.7715494791666666,163.15127722222223,0.24
87,QmSmkRKYw171oGV4iPJxd6MDSrnLu7AiKjsawz5hVDpZxt,SHIFT03,ST03,Alliance,2023-07-09T00:00:00.000Z,53657.18773343316,10,10,10,10,3.37546875,623.17453125,2.4927264e-11,0.2,372.18773343315974,0.24
88,QmT1sYXxgfnuN43Uu9DFkanJSUCB6WkWS3H4eUb4bRGNAK,SHIFT04,ST04,Alliance,2023-07-09T00:00:00.000Z,53461.40211800347,7,7,7,7,1.805390625,452.903671875,1.596856e-11,0.0,176.40211800347222,0.24
89,QmRHFJSMg6soz7PKegG4WW9mZxBns8FXNqEGkHE9UanPfm,SHIFT05,ST05,Alliance,2023-07-09T00:00:00.000Z,53496.81841396701,8,8,8,8,1.965,513.71853125,3.121564e-11,1.8055555555555554,211.81841396701387,0.24
90,QmW9RZBE7gdsLVa7hhzjik48yz8zDjaBJH3ih3QpBVSEGv,SHIFT06,ST06,Alliance,2023-07-09T00:00:00.000Z,53309.67693413628,11,11,11,11,2.700703125,560.866015625,2.807028e-11,0.5194444444444444,24.67693413628472,0.24
91,QmaM3ubEDegc8uRb7kDnFp2M1Y2A86PBDdXEMy5qBRVWnf,SHIFT07,ST07,Alliance,2023-07-09T00:00:00.000Z,53516.531659418404,12,12,12,12,2.88,815.55046875,4.1837424e-11,1.8233506944444444,231.53165941840277,0.24
92,QmUB5Pb2UUyeH9AYhJpyxpGF7yNzW98ujJsVkoSgAy3ScG,PEMA01,PEMA01,Alliance,2023-07-09T00:00:00.000Z,50156.888814440106,8,8,8,8,2.1028125,316.792265625,1.8562816e-11,0.0,156.88881444010417,0.24
93,QmcSxJE8nZmRZufLoJF78jcUTsa1pe54U2XXRHamGBxT4N,PEMA02,PEMA02,Solo,2023-07-09T00:00:00.000Z,50209.757751564815,7,7,7,7,1.68,537.211943359375,1.8511544e-11,0.5194444444444444,209.7577515648148,0.17
94,QmWXFBUi5EBPpUYXS8Chswymgct14DugGQABzt32m3Ly4p,Kanos,KAN,Alliance,2023-07-09T00:00:00.000Z,50225.21831330729,7,7,7,7,1.835390625,639.372734375,2.908308e-11,1.4596137152777777,225.21831330729165,0.24
95,QmYFJVZRqxoF93LtWPuZYr5ADBVzkkN9bQ52pYxtt46JvU,Kwalla,KWLA,Solo,2023-07-09T00:00:00.000Z,50000.0,10,10,10,10,2.4,272.5,2.2254952e-11,0.0,,0.29
96,Qmf4h7WE79aqjRsE9iA4KnHwDHqySJtuDXir2Gf6FCaT1w,BID,BID,Solo,2023-07-09T00:00:00.000Z,51592.43031374132,15,15,15,15,3.6,887.3709375,4.86758e-11,1.782986111111111,592.4303137413194,0.2
97,QmV7yVitPPfGm6AqkiLWQLHpv47KuBmtnswRGW4yunAHZB,PEMA03,PEMA03,Solo,2023-07-09T00:00:00.000Z,50273.90589232639,4,4,4,4,0.96,425.596875,1.1311696e-11,0.5194444444444444,273.9058923263889,0.17
98,QmWnnXzeuePCiS89PWsk6aRLGDZUA7tQLpV9pfUimodtBQ,@4165341117b199642b,d863ad7d34abf88958b09ba,Solo,2023-07-09T00:00:00.000Z,50907.11881221788,15,15,15,15,4.45078125,1244.42390625,3.7831136e-11,0.4833333333333333,407.11881221788195,0.24
99,QmYnZYqsuzA4Pr21YeDtQSouDvr4nT5wshnSdaa6A3uvG8,SOON,EMP,Alliance,2023-07-09T00:00:00.000Z,50052.18264160156,4,4,4,4,1.05234375,298.98375,1.4301912e-11,0.5912434895833333,52.182641601562494,0.24
100,QmTV8KALCUi2dcoAZ3W13foKDvayJFie1VoZTjDLFLUunM,SOON2,EMP2,Alliance,2023-07-09T00:00:00.000Z,50058.45474989149,5,5,5,5,1.355390625,506.17125,2.4057736e-11,1.9531711154513889,58.45474989149305,0.24
101,QmdosmTKejBAhyXzqmideFKUyXMiucLXWRZvFST9mk8b37,drMurlly-DKGv6-3b,DKGv6-3b,Alliance,2023-07-09T00:00:00.000Z,50035.64527723524,9,9,9,9,2.191875,794.5921875,2.7866856e-11,1.1514078776041665,55.64527723524305,0.24
28,QmPMNPPsr4iyoTEPwKiWUfwHQEDSDL4Fbf457k8deg1zxr,Trace Labs Node 2,TLNODE_2,Trace Labs,2023-07-09T00:00:00.000Z,50482.85509863473,5,5,2,2,1.03875,951.4767924804687,5.635616e-11,2.547256896972656,482.85509863473396,0.176
29,QmTEisCvd7eYiANqVGvHd6RGpQ3ru1pd77Qxnn97PZP3i5,Trace Labs Node 28,TLNODE_28,Trace Labs,2023-07-09T00:00:00.000Z,51585.875330283794,18,21,6,8,3.7190625,2068.035414794922,9.7965368e-11,2.864650957845052,1585.8753302837908,0.12
30,QmcB3BHQhUzRmLNzo2rAZGjLPFHUTeGhFLji9AgeZfeQWs,Trace Labs Node 13,TLNODE_13,Trace Labs,2023-07-09T00:00:00.000Z,53262.960349776644,41,41,14,14,8.3803125,4481.912905273438,1.85585216e-10,6.037390049913195,3262.960349776646,0.1
31,QmbaHGQByXY8TvBwx1R2eQLt6XXpKeRAg4kEbR1yDjmVuM,Trace Labs Node 16,TLNODE_16,Trace Labs,2023-07-09T00:00:00.000Z,54064.102450644736,57,57,23,23,11.9353125,5170.038722167968,2.20996693e-10,6.555197472511574,4064.1024506447347,0.12
14,QmZceSUg7vVEXqcHnQbKMihZ4Kn5etLXbHb5wSzT8R4J1K,Trace Labs Node 29,TLNODE_29,Trace Labs,2023-07-09T00:00:00.000Z,50731.20430505362,20,29,8,10,4.977890625,1141.1740852050782,8.9741736e-11,1.6201253051757813,731.2043050536217,0.11
15,QmNkmydWxHqj9voSjWkcVewefrDxEuwfyBkbGkwh4oZuWY,Trace Labs Node 11,TLNODE_11,Trace Labs,2023-07-09T00:00:00.000Z,50645.14018674529,1,1,0,0,0.187265625,895.2689443359375,2.2894e-12,0.0,645.140186745289,0.114
16,QmdS3NwRXqmHpy6yzZ9k49Sau8Eb67zah1CKZ7nNpLMHoD,Trace Labs Node 8,TLNODE_8,Trace Labs,2023-07-09T00:00:00.000Z,50775.01038847645,22,22,8,8,5.293125,1362.1827453613282,5.8884632e-11,0.9180772569444444,775.0103884764494,0.11
17,QmbUXe8cNfvtUumZr1CZEibGmYHu5kBjhu5Xwm3PeGsjXY,Trace Labs Node 9,TLNODE_9,Trace Labs,2023-07-09T00:00:00.000Z,50592.98673148273,14,14,5,5,2.91,890.6881108398437,5.8190368e-11,2.101163601345486,592.9867314827293,0.12
18,QmZSFcfQ9DesB4ZjkT3qJ3VyCYDLFRYbC5U1VyVPN47dwE,Trace Labs Node 22,TLNODE_22,Trace Labs,2023-07-09T00:00:00.000Z,53906.05882585802,49,53,15,19,9.949453125,4610.292883789062,2.4952928e-10,7.387220454915364,3906.0588258580187,0.09
1,QmemqyXyvrTAm7PwrcTcFiEEFx69efdR92GSZ1oQprbdja,Trace Labs Node 1,TLNODE_1,Trace Labs,2023-07-09T00:00:00.000Z,0.0,0,0,0,0,0.0,0.0,,0.0,,0.00375
2,QmZFcns6eGUosD96beHyevKu1jGJ1bA56Reg2f1J4q59Jt,Trace Labs Node 0,TLNODE_0,Trace Labs,2023-07-09T00:00:00.000Z,1.1e-17,0,0,0,0,0.0,0.01710205078125,,0.0,0.01705650964216771,0.00375
3,QmQHeX9fHNjdBZxHVtuUQDdQDQ2XnvxaxdG7Y5fgiBimLQ,Trace Labs Node 3,TLNODE_3,Trace Labs,2023-07-09T00:00:00.000Z,51879.20099781487,33,33,10,10,6.692109375,3067.4199377441405,1.20107712e-10,2.8218925911458332,1879.2009978148735,0.128
4,Qmbt6JkNzKhtxJz4CyBCisjbrz39qb1ziWX9kzez6dFkG9,Trace Labs Node 4,TLNODE_4,Trace Labs,2023-07-09T00:00:00.000Z,50252.327994768384,6,6,6,6,1.478671875,424.46900390625,2.4117976e-11,1.2027777777777777,252.32799476838287,0.135
10,QmXkL415jBmkuzi183ALtmCsdEfm3XiUNxLdqKwuUjwCtx,Trace Labs Node 6,TLNODE_6,Trace Labs,2023-07-09T00:00:00.000Z,51087.215843376696,12,12,0,0,2.223515625,1385.0023718261718,4.2852984e-11,1.3118380805121528,1087.2158433766945,0.13
11,QmeaeLpQENK5eHHMF6Kt5iqeFtqADV8vUzcp3jYeSghCQy,Trace Labs Node 18,TLNODE_18,Trace Labs,2023-07-09T00:00:00.000Z,50870.32531089616,8,8,3,3,1.650703125,1245.5035485839844,5.8056656e-11,2.5397757161458334,870.3253108961588,0.1
12,QmaVYtFZcraSnVMpzHhdxHXZHb6juXAQWZ5taShWHWQSUh,Trace Labs Node 27,TLNODE_27,Trace Labs,2023-07-09T00:00:00.000Z,51653.979717030525,30,38,4,10,6.625546875,2302.5896044921874,1.51556488e-10,4.9739255951605905,1653.979717030526,0.11
13,QmdxdGWjRqtE2wdoaoWQFMqrUPrsnFoLJ3QcCFDJ3fPtTt,Trace Labs Node 20,TLNODE_20,Trace Labs,2023-07-09T00:00:00.000Z,50850.38042151855,14,14,4,4,2.88796875,1289.5277788085937,5.5130728e-11,1.510271036783854,850.3804215185502,0.11
23,QmZ7xMtgJ1vBey5ifvD6yFsxH4VmSQVwtKrX8zNuZ2uiKb,Trace Labs Node 30,TLNODE_30,Trace Labs,2023-07-09T00:00:00.000Z,53345.16331607138,42,53,14,19,9.370078125,4259.011584960937,2.1074508e-10,4.971964641927083,3345.163316071382,0.1
24,Qmetd2wyq6yTqYcUG7DiUSiJmSPVVqtg6ZyeKa7Gastf1k,Trace Labs Node 25,TLNODE_25,Trace Labs,2023-07-09T00:00:00.000Z,51024.68424883502,15,18,3,4,2.981953125,1423.5796416015626,7.9405184e-11,2.3664161530671297,1024.6842488350196,0.11
25,QmRiWNNEc9WQAfjX7tM2sdsunbKJTiywWdsYGw6W8Uo1Q1,Trace Labs Node 15,TLNODE_15,Trace Labs,2023-07-09T00:00:00.000Z,52846.57083446646,47,47,13,13,9.6534375,4145.706145263672,1.6543412e-10,3.8404932378472223,2846.570834466462,0.11
26,QmVQfYT9c4iaBmiFZsNcQZJJJbDKuodBHUXSexfnwuUnwg,Trace Labs Node 23,TLNODE_23,Trace Labs,2023-07-09T00:00:00.000Z,53609.525803328776,19,22,8,11,4.016484375,3475.250039794922,9.6167792e-11,3.2456745062934025,3609.525803328776,0.1
27,QmQwA2Hz8zNchVjGX4TWvqySCP5cbkLLVjUSvRsCHhQ4SB,Trace Labs Node 10,TLNODE_10,Trace Labs,2023-07-09T00:00:00.000Z,52525.358117669595,18,18,11,11,3.92765625,3098.397251708984,8.3429696e-11,3.0016935153537325,2525.358117669592,0.11
5,QmUUdsHQmRfCPXdd84j3JQCFoJHVGmY3847kCkKSq6n7RN,Trace Labs Node 5,TLNODE_5,Trace Labs,2023-07-09T00:00:00.000Z,50720.37569783285,8,8,2,2,1.596328125,1246.844298828125,4.7586016e-11,1.7526089545355903,720.3756978328496,0.118
6,Qmeay8Jy7nMfi7i4ykeEg7qRS5Ba4NpwSH2aQTxXmjCrbL,Trace Labs Node 19,TLNODE_19,Trace Labs,2023-07-09T00:00:00.000Z,51152.14098421575,24,28,4,7,4.677890625,1994.2407006835938,7.607288e-11,1.602956814236111,1152.140984215751,0.12
7,QmaSu1NT7R5XYSqvYHwxPmaPBYzKMyBfEViXtBsJg9YWae,Trace Labs Node 7,TLNODE_7,Trace Labs,2023-07-09T00:00:00.000Z,51246.81981176979,23,37,7,17,5.45765625,1665.35353515625,1.27685848e-10,2.50753697265625,1246.8198117697934,0.115
8,QmYCCXqCe5LHHi9ZxZTw1xTcYXZ47cwk8LmTRAcqWW53e1,Trace Labs Node 21,TLNODE_21,Trace Labs,2023-07-09T00:00:00.000Z,52752.838662164824,27,47,10,19,6.368203125,4029.559003173828,1.8590296e-10,5.178275026041667,2662.8386621648265,0.1
9,QmVWyGofF7fAiKXyAQyyAKg9YEre7xvggMwqjCz1u4vJ7Y,Trace Labs Node 17,TLNODE_17,Trace Labs,2023-07-09T00:00:00.000Z,53716.1255692837,56,56,23,23,11.74921875,5359.521280761719,2.22213712e-10,6.3550448480902775,3716.125569283702,0.114
19,QmUNnGWcQgeat54n3DpLRMHSHpvcGDhjnL2wdEWBno9eEC,Trace Labs Node 26,TLNODE_26,Trace Labs,2023-07-09T00:00:00.000Z,51006.50013028872,36,52,12,15,7.378359375,1628.1954848632813,1.24314368e-10,0.3020658365885417,1006.5001302887185,0.12
20,Qmb7eiBwhE6JqEWFXSJ7qxJdHZGEfBcfmSZUr8uAEbvcFg,Trace Labs Node 14,TLNODE_14,Trace Labs,2023-07-09T00:00:00.000Z,53407.250042353895,34,34,11,11,6.94921875,4090.0742963867187,1.379556e-10,4.234778713650174,3407.2500423538954,0.118
21,QmPptt8g1bdJbPic8bZPUY3TqGdDPuJC8jtY5pjR3Gkqan,Trace Labs Node 31,TLNODE_31,Trace Labs,2023-07-09T00:00:00.000Z,52698.41032459898,16,16,4,4,3.20953125,2707.178799316406,6.1493808e-11,1.5969527180989582,2698.410324598986,0.1
22,QmSHNjGfzapQL6sNrZTSCL6NCDsjH8i65BGqSjmJ4ZDu9T,Trace Labs Node 24,TLNODE_24,Trace Labs,2023-07-09T00:00:00.000Z,51664.19221733249,28,28,9,9,5.782265625,2257.2612341308595,9.9791008e-11,2.377083330078125,1664.1922173324924,0.11
71,Qmcq6oVUF64DY8h9SWJkpXugExULwrmnyoySQjQ27sRjkt,drMurlly-DKGv6-3,DKGv6-3,Alliance,2023-07-09T00:00:00.000Z,0.0,0,0,0,0,0.0,532.14458984375,,0.0,,0.24
72,QmNtxNx8qx83bbApzc8bz48dFETSf4m1XwnZ7eo7q6MssG,Stunt,STN,Solo,2023-07-09T00:00:00.000Z,52237.85882970573,27,27,6,6,5.340703125,2302.7205703125,6.2068336e-11,0.2,1237.8588297057292,0.24
73,QmfNJ6tVMZ9ZPcvFSo73Za2qtXe6Wts1HATwjHgCWuKCoL,JuLen,JLT,Alliance,2023-07-09T00:00:00.000Z,50893.64452100694,25,29,13,13,6.244921875,1384.634349609375,7.4587352e-11,0.8,793.6445210069444,0.24
74,QmdiEMaxS1w2UT29Gh5XmVB43yLTXGij6w4J4nDCicZhVA,Node Jesus 1,NJ1,Solo,2023-07-09T00:00:00.000Z,50543.901400364586,18,18,8,8,3.822421875,1065.309900390625,5.326874e-11,1.486111111111111,543.9014003645833,0.24
75,QmY2mcLSswmrcqmjFCSEwTYTeMH8tZVeRvCzZBhAUrLr85,kitty02,kit02,Alliance,2023-07-09T00:00:00.000Z,63862.37899427951,38,38,14,14,7.8234375,2668.937900390625,1.06528248e-10,2.1222222222222222,1362.3789942795138,0.297243174396833
76,QmZs1JecPip98cznh621wdhByLFPQuEfQPM5RoEfVp5EzY,CoachPA Node 4,COACH4,Solo,2023-07-09T00:00:00.000Z,51148.075049618055,14,14,9,9,3.095390625,551.542064453125,4.4024888e-11,1.3333333333333333,148.07504961805554,0.24
77,QmQSmxjJL38oT6D8UHoyJzg9zhFmUtteH1uepFUZVUPKgD,Amado1,Amado1,Alliance,2023-07-09T00:00:00.000Z,52865.767203719945,34,34,20,20,7.489921875,1033.2622578125,8.063824e-11,0.4,365.76720371994355,0.24
78,QmUSHCxxisiGipuMNqigcU64YgwiTjU9nTnvZkPPtWGeBy,Amado3,Amado3,Alliance,2023-07-09T00:00:00.000Z,52902.8722373801,32,32,7,7,6.31734375,891.899869140625,8.3346176e-11,1.8860731336805554,402.8722373800998,0.24
79,QmNqdyK4dAZg97Dy8XRZ8VAUppLJeBJdpdkUq1u8iowuUS,Amado2,Amado2,Alliance,2023-07-09T00:00:00.000Z,52691.22324980035,15,15,4,4,3.029765625,529.079072265625,4.1488192e-11,0.9522569444444444,191.22324980034722,0.24
51,QmcmsZ76Yrm3sf6jZx7SX83W3CnWwadfYQ6YerefWAZuuH,drMurlly-DKGv6-1,DKGv6-1,Alliance,2023-07-09T00:00:00.000Z,50035.38366757258,14,14,4,4,2.88796875,1366.111678955078,5.6126696e-11,1.4107013549804688,785.3836675725821,0.24
52,QmWV8WbhuXj22tbWKc9pnfPaCAdWKRZpMDnpAKxfpCXM2R,drMurlly-DKGv6-2,DKGv6-2,Alliance,2023-07-09T00:00:00.000Z,50030.54099518828,8,8,5,5,1.80890625,1610.3283779296876,4.6326048e-11,1.8646763020833332,1080.540995188282,0.24
53,QmYTjVNYTPFMiRhnfyLBKMzfYBTdbktTSMh1ZKpzvZu1sj,TRAC02,TRAC02,Solo,2023-07-09T00:00:00.000Z,53087.98275003761,8,8,3,3,1.64953125,1847.003634033203,5.2273096e-11,2.2354427256944445,1087.9827500376157,0.24
54,QmfGTWRn5pJ3mHZ1iZnviLJe3TFHJMQ5bFZAUr1mnD2Rf5,Weave,WEAV,Solo,2023-07-09T00:00:00.000Z,51379.13163263934,13,13,2,2,2.525859375,2310.20235546875,9.31428e-11,3.8007755696614582,1379.131632639341,0.24
55,QmS7qKhwkGUPj4HtETibDmSSgu5FsNbKxtWYrnLGEghqK5,Hotnode1,Hotnode1,Alliance,2023-07-09T00:00:00.000Z,52763.41176982585,48,48,17,17,9.847265625,4717.6896484375,2.35770656e-10,8.847189635687934,2723.4117698258465,0.24
32,QmPTT7R3rwKUawLJxEXwcerZfqC2rkYWr2uZiXUo6ftFoS,Trace Labs Node 12,TLNODE_12,Trace Labs,2023-07-09T00:00:00.000Z,53290.054940509675,25,25,11,11,5.248125,3654.6303161621095,6.5077448e-11,0.5845739135742187,3290.054940509676,0.11
36,QmVY4xRwJVV4w5BESrpRW8s6Xv15j9n1ZFBw2TSes18aMv,Kitty,Kit,Alliance,2023-07-09T00:00:00.000Z,63905.315226765,21,25,1,5,3.9534375,2726.4363842773437,1.25322448e-10,3.67585443359375,1904.3152267650012,0.32
37,Qme8odkEfiHHNp2Pa4qkUJiWsqsH8nVrrcohNNN4HhYpkJ,COGE_TRAC,COGE,Solo,2023-07-09T00:00:00.000Z,53173.89443176331,8,8,5,5,1.80890625,1657.8078310546875,4.6734472e-11,2.397171267361111,1173.8944317633056,0.24
38,QmV9WL9J8FEUEZznaCTK1mZuKkjP3CkRt3979fVZHbXVvm,Branimir Rakic X86,BRX86,Alliance,2023-07-09T00:00:00.000Z,75691.70907987228,6,9,2,3,1.223203125,1258.8914338378906,2.0058072e-11,0.0,691.6241898722783,0.24
39,QmesuY31BVZEfCYzfEf2mx6KSkyEvwtCk3rV5ho3SPfRYJ,carbontracker,ct-otp,Solo,2023-07-09T00:00:00.000Z,0.0,0,0,0,0,0.0,0.0,,0.0,,0.002
45,QmPVxRU4EyJ2R4FqtCTXKbkVZVQNdSBwmvN2b767zHme3b,Hotnode4,Hotnode4,Alliance,2023-07-09T00:00:00.000Z,60730.96485389332,28,28,13,13,6.728203125,4229.212641601563,1.19773256e-10,3.07989115234375,3130.9648538933197,0.24
46,QmbQeQsPytKnBVbRJsLosGZGPXcUaBMbgfeB6rKbiBDxGc,Hotnode5,Hotnode5,Alliance,2023-07-09T00:00:00.000Z,58936.23679335065,25,28,12,15,6.134765625,2311.298395996094,1.17384328e-10,2.516959755859375,1336.2367933506491,0.24
47,QmSdi4m5SBfPU8VcTB3dB2i1HWAV6G4VdPQgo7K8xEqFWU,Hotnode6,Hotnode6,Alliance,2023-07-09T00:00:00.000Z,58560.702018119206,24,24,10,10,5.019140625,1673.1807092285155,1.6002692e-10,6.954097434895833,960.7020181192084,0.24
48,QmXV8HvaDmb59ZXeeLKjQCUKf9WTNyAWFPq7N7YBBGercj,Hotnode8,Hotnode8,Alliance,2023-07-09T00:00:00.000Z,60796.6992388331,27,27,7,7,6.17671875,3401.1711096191407,7.8147664e-11,0.96389740234375,2610.797238833098,0.24
49,QmWPGrwxjcFP8MAuS8PGPxWabtQR9kcXnyDpXrUULpnucd,Hotnode7,Hotnode7,Alliance,2023-07-09T00:00:00.000Z,59332.91109631402,28,28,10,10,6.52171875,2488.7636618652346,9.9953006e-11,2.0463485620117186,1732.911096314019,0.24
